,node_id,rank,branching_type,complete,no_modules_branching,no_branch_crown_branching,no_extension_crown_branching,branching_length,Genotype,order,date,plant
0,4120,1,branch crown,complete,8,5,3,24,Ciflorette,0,05-04-2022,1.0
1,4195,2,branch crown,complete,3,2,1,10,Ciflorette,0,05-04-2022,1.0
2,4228,3,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,1.0
3,4231,4,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,1.0
4,4234,5,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,1.0
5,4237,6,branch crown,complete,0,0,0,0,Ciflorette,0,05-04-2022,1.0
6,4239,7,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,1.0
7,4242,8,branch crown,incomplete,1,1,0,2,Ciflorette,1,05-04-2022,1.0
8,4257,9,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,1.0
9,4264,1,branch crown,complete,0,0,0,0,Ciflorette,0,05-04-2022,2.0
10,4266,2,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,2.0
11,4269,3,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,2.0
12,4272,4,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,2.0
13,4275,5,branch crown,complete,6,2,4,15,Ciflorette,1,05-04-2022,2.0
14,4335,6,-1,other,0,0,0,0,Ciflorette,1,05-04-2022,2.0
15,4350,7,branch crown,complete,2,1,1,5,Ciflorette,1,05-04-2022,2.0
16,4374,8,branch crown,complete,0,0,0,0,Ciflorette,1,05-04-2022,2.0
17,4376,9,,other,0,0,0,0,Ciflorette,2,05-04-2022,2.0
18,4377,10,,other,0,0,0,0,Ciflorette,2,05-04-2022,2.0
19,4378,11,branch crown,complete,0,0,0,0,Ciflorette,2,05-04-2022,2.0
20,4380,12,,other,0,0,0,0,Ciflorette,3,05-04-2022,2.0
21,4381,13,,other,0,0,0,0,Ciflorette,3,05-04-2022,2.0
22,4382,14,vegetative bud,other,0,0,0,0,Ciflorette,3,05-04-2022,2.0
23,4397,1,branch crown,complete,4,2,2,15,Ciflorette,0,05-04-2022,3.0
24,4451,2,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,3.0
25,4454,3,branch crown,complete,2,1,1,6,Ciflorette,0,05-04-2022,3.0
26,4481,4,branch crown,complete,0,0,0,0,Ciflorette,0,05-04-2022,3.0
27,4483,5,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,3.0
28,4486,6,branch crown,incomplete,0,0,0,0,Ciflorette,1,05-04-2022,3.0
29,4488,7,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,3.0
30,4491,8,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,3.0
31,4494,9,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,3.0
32,4497,10,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,3.0
33,4500,11,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,3.0
34,4508,1,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,4.0
35,4511,2,branch crown,complete,3,1,2,8,Ciflorette,0,05-04-2022,4.0
36,4541,3,branch crown,complete,2,1,1,4,Ciflorette,0,05-04-2022,4.0
37,4562,4,branch crown,complete,1,1,0,1,Ciflorette,0,05-04-2022,4.0
38,4568,5,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,4.0
39,4571,6,branch crown,complete,0,0,0,0,Ciflorette,0,05-04-2022,4.0
40,4573,7,branch crown,complete,0,0,0,0,Ciflorette,1,05-04-2022,4.0
41,4575,8,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,4.0
42,4578,9,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,4.0
43,4581,10,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,4.0
44,4584,11,-1,other,0,0,0,0,Ciflorette,2,05-04-2022,4.0
45,4595,1,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,5.0
46,4598,2,branch crown,complete,3,1,2,10,Ciflorette,0,05-04-2022,5.0
47,4634,3,branch crown,complete,4,1,3,8,Ciflorette,0,05-04-2022,5.0
48,4664,4,branch crown,complete,3,1,2,7,Ciflorette,0,05-04-2022,5.0
49,4691,5,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,5.0
50,4697,1,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,6.0
51,4700,2,branch crown,complete,2,1,1,10,Ciflorette,0,05-04-2022,6.0
52,4739,3,branch crown,complete,5,2,3,12,Ciflorette,0,05-04-2022,6.0
53,4782,4,vegetative bud,other,0,0,0,0,Ciflorette,0,05-04-2022,6.0
54,4785,5,branch crown,complete,2,1,1,8,Ciflorette,0,05-04-2022,6.0
55,4818,6,branch crown,complete,0,0,0,0,Ciflorette,0,05-04-2022,6.0
56,4820,7,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,6.0
57,4823,8,vegetative bud,other,0,0,0,0,Ciflorette,1,05-04-2022,6.0
58,4826,9,branch crown,complete,0,0,0,0,Ciflorette,1,05-04-2022,6.0
59,4828,10,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,6.0
60,4831,11,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,6.0
61,4834,12,vegetative bud,other,0,0,0,0,Ciflorette,2,05-04-2022,6.0
62,1665,1,branch crown,complete,2,1,1,6,CF10277,0,19-04-2022,1.0
63,1689,2,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,1.0
64,1710,3,branch crown,complete,3,1,2,8,CF10277,0,19-04-2022,1.0
65,1740,4,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,1.0
66,1743,5,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,1.0
67,1745,6,branch crown,complete,2,1,1,4,CF10277,1,19-04-2022,1.0
68,1763,7,branch crown,incomplete,0,0,0,0,CF10277,1,19-04-2022,1.0
69,1765,8,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,1.0
70,1768,9,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,1.0
71,1771,10,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,1.0
72,1779,1,branch crown,complete,3,1,2,9,CF10277,0,19-04-2022,2.0
73,1812,2,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,2.0
74,1815,3,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,2.0
75,1818,4,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,2.0
76,1836,5,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,2.0
77,1839,6,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,2.0
78,1842,7,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,2.0
79,1860,8,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,2.0
80,1862,9,vegetative bud,other,0,0,0,0,CF10277,1,19-04-2022,2.0
81,1865,10,branch crown,complete,0,0,0,0,CF10277,1,19-04-2022,2.0
82,1867,11,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,2.0
83,1870,12,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,2.0
84,1873,13,branch crown,incomplete,0,0,0,0,CF10277,2,19-04-2022,2.0
85,1875,14,vegetative bud,other,0,0,0,0,CF10277,3,19-04-2022,2.0
86,1878,15,vegetative bud,other,0,0,0,0,CF10277,3,19-04-2022,2.0
87,1881,16,-1,other,0,0,0,0,CF10277,3,19-04-2022,2.0
88,1896,1,branch crown,complete,3,1,2,8,CF10277,0,19-04-2022,3.0
89,1923,2,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,3.0
90,1947,3,branch crown,complete,2,1,1,6,CF10277,0,19-04-2022,3.0
91,1971,4,branch crown,complete,3,1,2,9,CF10277,0,19-04-2022,3.0
92,2004,5,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,3.0
93,2007,6,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,3.0
94,2028,7,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,3.0
95,2031,8,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,3.0
96,2033,9,vegetative bud,other,0,0,0,0,CF10277,1,19-04-2022,3.0
97,2036,10,branch crown,incomplete,0,0,0,0,CF10277,1,19-04-2022,3.0
98,2038,11,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,3.0
99,2041,12,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,3.0
100,2044,13,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,3.0
101,2047,14,-1,other,0,0,0,0,CF10277,2,19-04-2022,3.0
102,2061,1,branch crown,complete,3,1,2,5,CF10277,0,19-04-2022,4.0
103,2082,2,branch crown,complete,3,1,2,6,CF10277,0,19-04-2022,4.0
104,2106,3,branch crown,incomplete,1,1,0,1,CF10277,0,19-04-2022,4.0
105,2112,4,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,4.0
106,2130,5,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,4.0
107,2151,6,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,4.0
108,2153,7,vegetative bud,other,0,0,0,0,CF10277,1,19-04-2022,4.0
109,2156,8,branch crown,incomplete,0,0,0,0,CF10277,1,19-04-2022,4.0
110,2158,9,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,4.0
111,2161,10,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,4.0
112,2164,11,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,4.0
113,2172,1,branch crown,complete,1,1,0,2,CF10277,0,19-04-2022,5.0
114,2181,2,branch crown,complete,3,1,2,4,CF10277,0,19-04-2022,5.0
115,2196,3,branch crown,complete,4,2,2,8,CF10277,0,19-04-2022,5.0
116,2223,4,branch crown,complete,2,1,1,3,CF10277,0,19-04-2022,5.0
117,2238,5,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,5.0
118,2241,6,branch crown,complete,4,2,2,8,CF10277,0,19-04-2022,5.0
119,2274,7,branch crown,incomplete,1,1,0,2,CF10277,0,19-04-2022,5.0
120,2286,8,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,5.0
121,2307,9,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,5.0
122,2309,10,vegetative bud,other,0,0,0,0,CF10277,1,19-04-2022,5.0
123,2312,11,branch crown,incomplete,0,0,0,0,CF10277,1,19-04-2022,5.0
124,2314,12,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,5.0
125,2317,13,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,5.0
126,2320,14,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,5.0
127,2328,1,branch crown,complete,3,1,2,5,CF10277,0,19-04-2022,6.0
128,2349,2,vegetative bud,other,0,0,0,0,CF10277,0,19-04-2022,6.0
129,2352,3,branch crown,complete,2,1,1,5,CF10277,0,19-04-2022,6.0
130,2379,4,branch crown,complete,0,0,0,0,CF10277,0,19-04-2022,6.0
131,2381,5,vegetative bud,other,0,0,0,0,CF10277,1,19-04-2022,6.0
132,2384,6,branch crown,complete,2,1,1,6,CF10277,1,19-04-2022,6.0
133,2414,7,branch crown,complete,0,0,0,0,CF10277,1,19-04-2022,6.0
134,2416,8,vegetative bud,other,0,0,0,0,CF10277,2,19-04-2022,6.0
135,2419,9,branch crown,incomplete,0,0,0,0,CF10277,2,19-04-2022,6.0
136,2421,10,vegetative bud,other,0,0,0,0,CF10277,3,19-04-2022,6.0
137,2424,11,-1,other,0,0,0,0,CF10277,3,19-04-2022,6.0
138,5862,1,branch crown,complete,3,1,2,9,CIR107,0,05-04-2022,1.0
139,5895,2,branch crown,complete,2,1,1,4,CIR107,0,05-04-2022,1.0
140,5916,3,branch crown,complete,3,1,2,8,CIR107,0,05-04-2022,1.0
141,5952,4,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,1.0
142,5954,5,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,1.0
143,5957,6,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,1.0
144,5960,7,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,1.0
145,5963,8,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,1.0
146,5965,9,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,1.0
147,5968,10,branch crown,complete,0,0,0,0,CIR107,2,05-04-2022,1.0
148,5970,11,branch crown,incomplete,0,0,0,0,CIR107,3,05-04-2022,1.0
149,5972,12,vegetative bud,other,0,0,0,0,CIR107,4,05-04-2022,1.0
150,5975,13,vegetative bud,other,0,0,0,0,CIR107,4,05-04-2022,1.0
151,5978,14,vegetative bud,other,0,0,0,0,CIR107,4,05-04-2022,1.0
152,5988,1,branch crown,complete,3,1,2,9,CIR107,0,05-04-2022,2.0
153,6021,2,vegetative bud,other,0,0,0,0,CIR107,0,05-04-2022,2.0
154,6024,3,branch crown,complete,4,2,2,17,CIR107,0,05-04-2022,2.0
155,6087,4,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,2.0
156,6089,5,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,2.0
157,6092,6,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,2.0
158,6095,7,branch crown,incomplete,1,1,0,3,CIR107,1,05-04-2022,2.0
159,6107,8,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,2.0
160,6110,9,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,2.0
161,6113,10,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,2.0
162,6115,11,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,2.0
163,6118,12,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,2.0
164,6121,13,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,2.0
165,6124,14,branch crown,complete,0,0,0,0,CIR107,2,05-04-2022,2.0
166,6126,15,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,2.0
167,6129,16,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,2.0
168,6132,17,-1,other,0,0,0,0,CIR107,3,05-04-2022,2.0
169,6144,1,branch crown,complete,2,1,1,6,CIR107,0,05-04-2022,3.0
170,6168,2,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,3.0
171,6170,3,branch crown,complete,2,1,1,3,CIR107,1,05-04-2022,3.0
172,6182,4,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,3.0
173,6185,5,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,3.0
174,6188,6,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,3.0
175,6190,7,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,3.0
176,6193,8,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,3.0
177,6196,9,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,3.0
178,6199,10,branch crown,incomplete,0,0,0,0,CIR107,2,05-04-2022,3.0
179,6201,11,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,3.0
180,6204,12,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,3.0
181,6207,13,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,3.0
182,6216,1,vegetative bud,other,0,0,0,0,CIR107,0,05-04-2022,4.0
183,6219,2,branch crown,complete,2,1,1,3,CIR107,0,05-04-2022,4.0
184,6231,3,branch crown,complete,2,1,1,5,CIR107,0,05-04-2022,4.0
185,6249,4,branch crown,complete,3,1,2,5,CIR107,0,05-04-2022,4.0
186,6270,5,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,4.0
187,6272,6,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,4.0
188,6275,7,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,4.0
189,6277,8,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,4.0
190,6280,9,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,4.0
191,6283,10,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,4.0
192,6286,11,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,4.0
193,6294,1,vegetative bud,other,0,0,0,0,CIR107,0,05-04-2022,5.0
194,6297,2,branch crown,complete,4,1,3,8,CIR107,0,05-04-2022,5.0
195,6324,3,vegetative bud,other,0,0,0,0,CIR107,0,05-04-2022,5.0
196,6327,4,branch crown,complete,4,1,3,8,CIR107,0,05-04-2022,5.0
197,6354,5,branch crown,incomplete,1,1,0,1,CIR107,0,05-04-2022,5.0
198,6360,6,vegetative bud,other,0,0,0,0,CIR107,0,05-04-2022,5.0
199,6363,7,branch crown,complete,3,1,2,5,CIR107,0,05-04-2022,5.0
200,6384,8,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,5.0
201,6386,9,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,5.0
202,6389,10,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,5.0
203,6392,11,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,5.0
204,6394,12,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,5.0
205,6397,13,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,5.0
206,6400,14,branch crown,incomplete,0,0,0,0,CIR107,2,05-04-2022,5.0
207,6402,15,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,5.0
208,6411,1,branch crown,complete,2,1,1,7,CIR107,0,05-04-2022,6.0
209,6441,2,branch crown,complete,1,1,0,1,CIR107,0,05-04-2022,6.0
210,6450,3,branch crown,complete,3,1,2,8,CIR107,0,05-04-2022,6.0
211,6483,4,branch crown,complete,2,1,1,7,CIR107,0,05-04-2022,6.0
212,6507,5,branch crown,complete,0,0,0,0,CIR107,0,05-04-2022,6.0
213,6509,6,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,6.0
214,6512,7,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,6.0
215,6515,8,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,6.0
216,6518,9,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,6.0
217,6521,10,vegetative bud,other,0,0,0,0,CIR107,1,05-04-2022,6.0
218,6524,11,branch crown,incomplete,1,1,0,2,CIR107,1,05-04-2022,6.0
219,6533,12,branch crown,complete,0,0,0,0,CIR107,1,05-04-2022,6.0
220,6535,13,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,6.0
221,6538,14,vegetative bud,other,0,0,0,0,CIR107,2,05-04-2022,6.0
222,6541,15,branch crown,incomplete,1,1,0,3,CIR107,2,05-04-2022,6.0
223,6556,16,branch crown,complete,0,0,0,0,CIR107,2,05-04-2022,6.0
224,6558,17,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,6.0
225,6561,18,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,6.0
226,6564,19,vegetative bud,other,0,0,0,0,CIR107,3,05-04-2022,6.0
227,11873,1,branch crown,complete,6,2,4,12,Sanié,0,19-04-2022,1.0
228,11912,2,branch crown,complete,4,1,3,8,Sanié,0,19-04-2022,1.0
229,11942,3,vegetative bud,other,0,0,0,0,Sanié,0,19-04-2022,1.0
230,11945,4,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,1.0
231,11947,5,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,1.0
232,11950,6,-1,other,0,0,0,0,Sanié,1,19-04-2022,1.0
233,11956,7,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,1.0
234,11958,8,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,1.0
235,11961,9,-1,other,0,0,0,0,Sanié,2,19-04-2022,1.0
236,11967,10,branch crown,complete,0,0,0,0,Sanié,2,19-04-2022,1.0
237,11969,11,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,1.0
238,11972,12,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,1.0
239,11975,13,-1,other,0,0,0,0,Sanié,3,19-04-2022,1.0
240,11987,1,branch crown,complete,4,1,3,9,Sanié,0,19-04-2022,2.0
241,12023,2,branch crown,complete,3,1,2,9,Sanié,0,19-04-2022,2.0
242,12056,3,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,2.0
243,12058,4,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,2.0
244,12061,5,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,2.0
245,12064,6,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,2.0
246,12067,7,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,2.0
247,12070,8,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,2.0
248,12072,9,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,2.0
249,12075,10,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,2.0
250,12078,11,branch crown,incomplete,0,0,0,0,Sanié,2,19-04-2022,2.0
251,12080,12,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,2.0
252,12083,13,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,2.0
253,12086,14,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,2.0
254,12095,1,vegetative bud,other,0,0,0,0,Sanié,0,19-04-2022,3.0
255,12098,2,branch crown,complete,4,1,3,7,Sanié,0,19-04-2022,3.0
256,12125,3,branch crown,complete,3,1,2,7,Sanié,0,19-04-2022,3.0
257,12149,4,vegetative bud,other,0,0,0,0,Sanié,0,19-04-2022,3.0
258,12152,5,branch crown,complete,3,1,2,9,Sanié,0,19-04-2022,3.0
259,12182,6,branch crown,complete,2,1,1,3,Sanié,0,19-04-2022,3.0
260,12194,7,vegetative bud,other,0,0,0,0,Sanié,0,19-04-2022,3.0
261,12197,8,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,3.0
262,12199,9,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,3.0
263,12202,10,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,3.0
264,12205,11,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,3.0
265,12208,12,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,3.0
266,12210,13,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,3.0
267,12213,14,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,3.0
268,12221,1,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,4.0
269,12223,2,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,4.0
270,12225,3,branch crown,complete,0,0,0,0,Sanié,2,19-04-2022,4.0
271,12227,4,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,4.0
272,12230,5,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,4.0
273,12233,6,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,4.0
274,12236,7,branch crown,complete,2,1,1,4,Sanié,3,19-04-2022,4.0
275,12257,8,branch crown,complete,0,0,0,0,Sanié,3,19-04-2022,4.0
276,12259,9,vegetative bud,other,0,0,0,0,Sanié,4,19-04-2022,4.0
277,12262,10,vegetative bud,other,0,0,0,0,Sanié,4,19-04-2022,4.0
278,12265,11,branch crown,complete,0,0,0,0,Sanié,4,19-04-2022,4.0
279,12267,12,vegetative bud,other,0,0,0,0,Sanié,5,19-04-2022,4.0
280,12270,13,vegetative bud,other,0,0,0,0,Sanié,5,19-04-2022,4.0
281,12273,14,branch crown,incomplete,0,0,0,0,Sanié,5,19-04-2022,4.0
282,12275,15,vegetative bud,other,0,0,0,0,Sanié,6,19-04-2022,4.0
283,12278,16,vegetative bud,other,0,0,0,0,Sanié,6,19-04-2022,4.0
284,12281,17,vegetative bud,other,0,0,0,0,Sanié,6,19-04-2022,4.0
285,12293,1,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,5.0
286,12295,2,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,5.0
287,12297,3,branch crown,complete,3,1,2,6,Sanié,2,19-04-2022,5.0
288,12324,4,branch crown,complete,2,1,1,5,Sanié,2,19-04-2022,5.0
289,12342,5,branch crown,complete,0,0,0,0,Sanié,2,19-04-2022,5.0
290,12344,6,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,5.0
291,12347,7,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,5.0
292,12350,8,vegetative bud,other,0,0,0,0,Sanié,3,19-04-2022,5.0
293,12353,9,branch crown,complete,0,0,0,0,Sanié,3,19-04-2022,5.0
294,12355,10,vegetative bud,other,0,0,0,0,Sanié,4,19-04-2022,5.0
295,12358,11,vegetative bud,other,0,0,0,0,Sanié,4,19-04-2022,5.0
296,12361,12,branch crown,incomplete,0,0,0,0,Sanié,4,19-04-2022,5.0
297,12363,13,vegetative bud,other,0,0,0,0,Sanié,5,19-04-2022,5.0
298,12366,14,vegetative bud,other,0,0,0,0,Sanié,5,19-04-2022,5.0
299,12369,15,vegetative bud,other,0,0,0,0,Sanié,5,19-04-2022,5.0
300,12380,1,vegetative bud,other,0,0,0,0,Sanié,0,19-04-2022,6.0
301,12383,2,branch crown,complete,0,0,0,0,Sanié,0,19-04-2022,6.0
302,12385,3,vegetative bud,other,0,0,0,0,Sanié,1,19-04-2022,6.0
303,12388,4,branch crown,complete,0,0,0,0,Sanié,1,19-04-2022,6.0
304,12390,5,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,6.0
305,12393,6,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,6.0
306,12396,7,vegetative bud,other,0,0,0,0,Sanié,2,19-04-2022,6.0
307,8624,1,branch crown,complete,0,0,0,0,Leroy Ladurie,0,19-04-2022,1.0
308,8626,2,vegetative bud,other,0,0,0,0,Leroy Ladurie,1,19-04-2022,1.0
309,8629,3,vegetative bud,other,0,0,0,0,Leroy Ladurie,1,19-04-2022,1.0
310,8632,4,vegetative bud,other,0,0,0,0,Leroy Ladurie,1,19-04-2022,1.0
311,8635,5,branch crown,complete,2,1,1,6,Leroy Ladurie,1,19-04-2022,1.0
312,8671,6,branch crown,complete,0,0,0,0,Leroy Ladurie,1,19-04-2022,1.0
313,8673,7,vegetative bud,other,0,0,0,0,Leroy Ladurie,2,19-04-2022,1.0
314,8676,8,stolon,other,0,0,0,0,Leroy Ladurie,2,19-04-2022,1.0
315,8679,9,stolon,other,0,0,0,0,Leroy Ladurie,2,19-04-2022,1.0
316,8682,10,branch crown,incomplete,0,0,0,0,Leroy Ladurie,2,19-04-2022,1.0
317,8684,11,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
318,8687,12,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
319,8690,13,stolon,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
320,8693,14,stolon,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
321,8696,15,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
322,8699,16,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
323,8702,17,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
324,8705,18,vegetative bud,other,0,0,0,0,Leroy Ladurie,3,19-04-2022,1.0
